ident,length_ft,width_ft
TMM,28872.0,131.0
TMP,35432.0,148.0
TMR,87928.0,148.0
TMS,29132.0,148.0
TMT,20996.0,98.0
TMU,10892.0,
TMW,67872.0,101.0
TMX,39372.0,148.0
TN0,12860.0,98.0
TNA,47248.0,148.0
TNC,18800.0,100.0
TND,23636.0,98.0
TNE,26176.0,147.0
TNF,28216.0,98.0
TNG,72180.0,123.0
TNI,13904.0,95.0
TNJ,29520.0,98.0
TNL,25860.0,140.0
TNN,80056.0,148.0
TNO,13124.0,33.0
TNR,40684.0,148.0
TNT,41996.0,150.0
TNX,16992.0,70.0
TOA,32004.0,112.5
TOB,118380.0,150.0
TOC,27816.0,62.5
TOD,13020.0,100.0
TOE,42324.0,148.0
TOF,32808.0,164.0
TOG,22400.0,73.5
TOH,11156.0,82.0
TOI,40124.0,100.0
TOJ,48004.0,217.0
TOL,64796.0,150.0
TOM,27692.0,98.0
TOP,49728.0,91.66666666666667
TOQ,21520.0,95.0
TOS,31392.0,148.0
TOU,14436.0,98.0
TOW,21916.0,98.0
TOY,26248.0,150.0
TPA,105204.0,150.0
TPC,20604.0,49.0
TPE,91996.0,197.0
TPF,24372.0,87.5
TPH,50084.0,65.0
TPJ,9252.0,
TPL,44164.0,125.0
TPP,34120.0,148.0
TPQ,30184.0,148.0
TPS,35408.0,148.0
TQK,27596.0,65.0
TQS,24880.0,79.0
TRC,58636.0,123.0
TRD,47760.0,128.0
TRE,39552.0,73.0
TRF,38700.0,148.0
TRG,51712.0,172.5
TRI,49888.0,150.0
TRK,29528.0,147.0
TRM,53980.0,125.0
TRN,43308.0,197.0
TRO,27136.0,79.0
TRR,31400.0,85.0
TRS,39372.0,148.0
TRU,39680.0,145.0
TRV,44592.0,150.0
TRW,26392.0,135.0
TRZ,43564.0,150.0
TSA,34188.0,197.0
TSB,19292.0,56.0
TSE,45936.0,147.0
TSF,31764.0,144.0
TSJ,24936.0,150.0
TSL,18940.0,75.0
TSN,85240.0,156.0
TSO,4748.0,147.0
TSR,45932.0,148.0
TST,27560.0,148.0
TSV,46432.0,123.0
TTA,26248.0,98.0
TTB,15592.0,98.0
TTC,15680.0,66.0
TTD,21596.0,150.0
TTE,23500.0,98.0
TTG,19684.0,98.0
TTH,52492.0,148.0
TTJ,26248.0,150.0
TTN,43224.0,150.0
TTQ,12472.0,39.0
TTR,13760.0,70.0
TTS,60000.0,300.0
TTT,31996.0,148.0
TTU,30184.0,148.0
TUA,32284.0,98.0
TUB,19684.0,75.0
TUC,45932.0,148.0
TUD,26248.0,98.0
TUF,31548.0,148.0
TUG,25820.0,98.0
TUI,39372.0,148.0
TUK,24000.0,100.0
TUL,93888.0,166.66666666666666
TUM,13912.0,60.0
TUN,79268.0,148.0
TUO,27780.0,147.5
TUP,26000.0,100.0
TUR,26248.0,148.0
TUS,105616.0,125.0
TUU,83992.0,148.0
TUV,22048.0,131.0
TVC,60336.0,125.0
TVF,46000.0,112.5
TVI,42000.0,100.0
TVL,34176.0,150.0
TVU,13124.0,
TVY,28020.0,100.0
TWB,23372.0,78.0
TWF,47708.0,112.5
TWU,35200.0,155.0
TXA,32700.0,98.0
TXG,20996.0,100.0
TXK,47204.0,122.0
TXL,71536.0,151.0
TYB,32912.0,79.0
TYF,20876.0,95.0
TYL,32152.0,148.0
TYN,42000.0,148.0
TYR,69000.0,150.0
TYS,72020.0,150.0
TZR,32820.0,
TZX,34644.0,148.0
UAB,40000.0,148.0
UAK,24016.0,148.0
UAM,86972.0,200.0
UAO,20016.0,100.0
UAQ,32284.0,148.0
UAS,10600.0,
UBA,23084.0,148.0
UBB,5248.0,
UBJ,32800.0,150.0
UBP,39392.0,148.0
UBT,12336.0,98.0
UDD,20008.0,70.0
UDG,60792.0,133.33333333333334
UDI,25592.0,148.0
UDJ,26744.0,131.0
UDR,29936.0,150.0
UEL,35540.0,123.0
UEO,26248.0,148.0
UET,95880.0,125.0
UFA,109176.0,264.2
UGA,24936.0,
UGC,44260.0,165.0
UGN,39004.0,112.5
UGO,26248.0,55.0
UIB,18372.0,98.0
UIH,40040.0,148.0
UIN,70488.0,150.0
UIO,53780.0,148.0
UIP,38844.0,148.0
UKA,15404.0,
UKB,32808.0,200.0
UKC,21784.0,
UKF,24800.0,100.0
UKI,17660.0,150.0
UKK,57288.0,169.0
UKT,12804.0,50.0
ULA,26248.0,131.0
ULB,11156.0,98.0
ULD,35104.0,67.0
ULG,31496.0,
ULN,66920.0,164.0
ULP,33632.0,98.0
ULQ,13980.0,100.0
ULS,42400.0,80.0
ULU,41256.0,98.0
ULV,50132.0,197.0
ULY,65616.0,323.0
UME,30204.0,148.0
UMP,15400.0,100.0
UMR,52308.0,123.0
UMU,18372.0,98.0
UNA,24936.0,98.0
UND,26232.0,148.0
UNG,14764.0,
UNK,32016.0,115.0
UNN,26248.0,148.0
UOX,22400.0,100.0
UPB,30252.0,148.0
UPG,32808.0,148.0
UPL,13124.0,39.0
UPN,31496.0,148.0
UPP,15200.0,75.0
URA,31496.0,138.0
URC,47244.0,148.0
URE,30404.0,98.0
URG,30184.0,131.0
URO,22308.0,148.0
URS,32808.0,131.0
URT,39372.0,148.0
URY,40028.0,147.0
USH,36744.0,148.0
USM,27036.0,148.0
USN,26244.0,148.0
USQ,33540.0,98.0
UST,185248.0,419.2857142857143
USU,13200.0,98.0
UTC,40356.0,148.0
UTH,40000.0,148.0
UTK,9600.0,50.0
UTM,28000.0,150.0
UTN,75248.0,147.5
UTO,16400.0,120.0
UTP,46000.0,197.0
UTT,45932.0,86.5
UTW,15748.0,66.0
UUA,26244.0,131.0
UUD,84440.0,268.3333333333333
UUK,24000.0,130.0
UUN,28868.0,164.0
UUS,44620.0,148.0
UVA,21020.0,100.0
UVE,14436.0,98.0
UVF,36012.0,148.0
UWL,16008.0,65.0
UYF,16004.0,75.0
UYL,39520.0,148.0
VAA,34908.0,157.0
VAD,69200.0,150.0
VAF,48504.0,169.33333333333334
VAG,19684.0,98.0
VAI,23100.0,85.0
VAK,20800.0,237.5
VAL,23624.0,98.0
VAM,23620.0,98.0
VAN,36088.0,148.0
VAO,11156.0,79.0
VAR,32808.0,180.0
VAS,50012.0,98.0
VAV,22372.0,98.0
VAW,14828.0,98.0
VAY,15644.0,50.0
VBG,60000.0,200.0
VBS,39240.0,148.0
VBY,40692.0,139.5
VCA,31544.0,100.0
VCD,14356.0,
VCE,79792.0,148.0
VCL,41200.0,150.0
VCP,42520.0,148.0
VCS,24184.0,100.0
VCT,91372.0,131.25
VCV,96752.0,150.0
VDA,73492.0,148.0
VDB,26888.0,148.0
VDC,23292.0,98.0
VDE,16404.0,98.0
VDM,53280.0,148.0
VDP,19684.0,164.0
VDR,30860.0,103.0
VDS,13084.0,98.0
VDZ,26032.0,150.0
VEE,16000.0,75.0
VEL,41236.0,105.0
VER,51484.0,148.0
VEY,31036.0,148.0
VFA,30832.0,98.0
VGA,31600.0,150.0
VGO,31496.0,148.0
VGT,56824.0,75.0
VGZ,17280.0,40.0
VHC,44620.0,148.0
VHM,19712.0,98.0
VHY,28872.0,148.0
VIC,19684.0,98.0
VIE,93176.0,148.0
VIG,42580.0,145.0
VII,31500.0,148.0
VIJ,12400.0,
VIL,39368.0,148.0
VIR,12140.0,72.0
VIS,26236.0,150.0
VIT,45932.0,148.0
VIX,49972.0,148.0
VKG,19684.0,
VKO,86088.0,172.5
VLC,57008.0,148.0
VLD,68944.0,108.33333333333333
VLG,22836.0,92.0
VLI,47360.0,126.5
VLL,51276.0,197.0
VLN,39368.0,164.0
VLP,17716.0,131.0
VLS,10500.0,98.0
VLV,27164.0,148.0
VLY,60360.0,151.0
VNC,59996.0,150.0
VNE,33532.0,172.5
VNO,33004.0,164.0
VNS,28952.0,150.0
VNW,26440.0,90.0
VNX,29136.0,86.5
VNY,48048.0,112.5
VOG,104024.0,280.3333333333333
VOH,16944.0,82.0
VOK,36000.0,150.0
VOL,36208.0,148.0
VOZ,30184.0,161.0
VPC,23040.0,100.0
VPE,42560.0,95.0
VPN,12244.0,
VPS,88068.0,300.0
VPY,31496.0,148.0
VPZ,44000.0,112.5
VRA,45960.0,148.0
VRB,63168.0,91.66666666666667
VRC,20472.0,98.0
VRK,26248.0,148.0
VRL,12428.0,98.0
VRN,40256.0,148.0
VRU,15748.0,66.0
VRY,776.0,112.0
VSA,28872.0,148.0
VSG,37800.0,140.0
VST,33872.0,164.0
VTB,34200.0,138.0
VTE,39372.0,148.0
VTN,30028.0,75.0
VTS,17036.0,105.0
VTU,23884.0,148.0
VTZ,24000.0,150.0
VUP,27560.0,98.0
VVC,22464.0,98.0
VVI,45932.0,148.0
VVO,112528.0,131.0
VVZ,39372.0,148.0
VXC,33200.0,148.0
VXE,26244.0,98.0
VXO,27600.0,148.0
VYS,24000.0,100.0
W63,18000.0,50.0
WAA,16000.0,75.0
WAG,59068.0,164.4
WAI,19684.0,98.0
WAL,86248.0,166.66666666666666
WAT,18804.0,98.0
WAW,85168.0,180.5
WBM,20208.0,75.0
WBQ,15816.0,75.0
WBU,32800.0,47.5
WBW,22304.0,87.5
WCH,18680.0,65.0
WDH,80040.0,123.0
WDR,36440.0,100.0
WEH,34120.0,148.0
WEI,21588.0,98.0
WEL,26312.0,59.0
WFI,16404.0,82.0
WFK,18400.0,75.0
WGA,43232.0,123.0
WGE,36472.0,98.0
WGP,21660.0,98.0
WGT,28480.0,79.0
WHF,26248.0,
WHK,26644.0,99.0
WHP,16480.0,75.0
WIC,37548.0,148.0
WIL,39400.0,74.0
WIN,30080.0,78.5
WIO,27008.0,79.0
WJF,28804.0,150.0
WJR,36772.0,104.0
WJU,36000.0,150.0
WKA,15748.0,98.0
WKB,28016.0,98.0
WKJ,26240.0,150.0
WKK,8160.0,80.0
WKL,104.0,26.0
WKM,60364.0,98.0
WLG,25408.0,148.0
WLH,9516.0,115.0
WLK,22644.0,60.0
WLS,27560.0,148.0
WMB,32032.0,98.0
WMC,47200.0,87.5
WME,23584.0,98.0
WMH,20004.0,75.0
WMI,32808.0,197.0
WMN,17060.0,98.0
WMO,12000.0,60.0
WMR,16404.0,82.0
WMX,21744.0,98.0
WNA,12992.0,60.0
WNN,14000.0,100.0
WNP,18396.0,98.0
WNR,18032.0,98.0
WNS,35996.0,150.0
WNZ,41996.0,148.0
WOE,31984.0,148.0
WOL,41336.0,98.0
WOT,12204.0,76.0
WPC,26400.0,100.0
WPR,43264.0,98.0
WPU,18896.0,95.0
WRB,48004.0,300.0
WRE,20628.0,147.5
WRG,23996.0,150.0
WRI,68564.0,175.0
WRL,46984.0,73.33333333333333
WRO,32808.0,197.0
WRY,16256.0,59.0
WRZ,16000.0,93.0
WSD,24500.0,75.0
WSN,22312.0,60.0
WSR,7020.0,98.0
WST,31880.0,87.5
WSY,14432.0,
WSZ,16800.0,98.0
WTB,37664.0,148.0
WTK,16000.0,60.0
WTN,36000.0,200.0
WTZ,15288.0,
WUH,91864.0,172.5
WUN,39764.0,98.0
WUU,30576.0,
WUZ,23624.0,
WVB,28004.0,98.0
WVI,34000.0,125.0
WVK,15544.0,79.0
WVN,27220.0,73.5
WWA,21560.0,67.5
WWD,39984.0,150.0
WWK,20936.0,98.0
WWR,54012.0,103.33333333333333
WWY,31036.0,79.0
WYA,40600.0,123.0
WYS,33596.0,150.0
XAC,33856.0,164.0
XAP,27072.0,148.0
XBE,14000.0,100.0
XBJ,66456.0,115.0
XBK,14948.0,98.0
XCD,18900.0,98.0
XCH,27600.0,148.0
XCR,50656.0,148.0
XFL,91996.0,220.0
XFW,34516.0,148.0
XGN,29600.0,97.0
XGR,14084.0,100.0
XIC,47244.0,164.0
XIY,39368.0,148.0
XKH,34220.0,130.0
XKS,14000.0,100.0
XLB,14000.0,100.0
XLS,42120.0,112.5
XMC,25048.0,
XMH,12204.0,98.0
XMN,44620.0,148.0
XMR,40000.0,200.0
XMS,32808.0,98.0
XMU,17060.0,98.0
XMY,9316.0,
XNA,35200.0,150.0
XPK,12000.0,85.0
XPL,32032.0,148.0
XPP,10000.0,60.0
XQP,14436.0,36.0
XRR,20000.0,100.0
XRY,30184.0,148.0
XSB,35040.0,
XSC,23964.0,98.0
XSI,14036.0,100.0
XSP,24092.0,151.0
XTG,30304.0,98.0
XTL,12800.0,100.0
XTO,28748.0,
XUZ,46192.0,147.0
XVF,28084.0,180.0
XXN,100264.0,147.0
YAA,26672.0,87.5
YAC,15600.0,100.0
YAG,28400.0,87.5
YAH,20000.0,150.0
YAK,56880.0,150.0
YAL,11600.0,75.0
YAM,48000.0,200.0
YAO,26076.0,148.0
YAP,24000.0,150.0
YAT,14000.0,100.0
YAV,35400.0,75.0
YAW,72760.0,170.66666666666666
YAX,14400.0,100.0
YAY,16000.0,100.0
YAZ,59984.0,116.66666666666667
YBA,12000.0,190.0
YBB,20000.0,100.0
YBC,24000.0,150.0
YBE,15720.0,100.0
YBG,64000.0,150.0
YBI,10000.0,75.0
YBK,16800.0,100.0
YBL,20000.0,150.0
YBO,16800.0,150.0
YBR,49180.0,103.33333333333333
YBT,14000.0,90.0
YBU,23320.0,95.0
YBV,11600.0,75.0
YBX,18000.0,150.0
YBY,17732.0,75.0
YCB,20000.0,150.0
YCC,14000.0,100.0
YCD,26408.0,150.0
YCE,37648.0,125.0
YCG,21200.0,150.0
YCH,112876.0,150.0
YCL,24000.0,150.0
YCM,38000.0,100.0
YCN,18000.0,100.0
YCO,22000.0,100.0
YCP,20000.0,60.0
YCQ,17936.0,100.0
YCR,15960.0,95.0
YCS,14400.0,
YCT,12000.0,75.0
YCW,15960.0,75.0
YCY,14000.0,100.0
YDA,20000.0,100.0
YDB,20000.0,100.0
YDC,15728.0,75.0
YDF,32020.0,150.0
YDG,15800.0,75.0
YDL,24000.0,90.0
YDN,38800.0,95.0
YDO,19884.0,100.0
YDP,8000.0,75.0
YDQ,20000.0,150.0
YDT,64304.0,91.66666666666667
YEC,36000.0,150.0
YEE,15992.0,75.0
YEG,84800.0,200.0
YEI,78544.0,123.0
YEK,16000.0,100.0
YEL,18000.0,100.0
YEM,14000.0,100.0
YEN,32000.0,87.5
YEO,49508.0,151.0
YER,14000.0,100.0
YES,34088.0,148.0
YET,24000.0,100.0
YEU,19344.0,150.0
YEV,24000.0,150.0
YEY,20000.0,100.0
YFA,14000.0,100.0
YFB,34420.0,200.0
YFC,56020.0,200.0
YFD,40800.0,100.0
YFH,14000.0,100.0
YFO,20000.0,150.0
YFR,16000.0,100.0
YFS,24000.0,150.0
YFX,8800.0,75.0
YGB,12000.0,75.0
YGD,39480.0,76.66666666666667
YGE,18000.0,75.0
YGH,12000.0,98.0
YGJ,32808.0,98.0
YGK,35732.0,100.0
YGL,26000.0,150.0
YGM,27200.0,150.0
YGO,15240.0,100.0
YGP,18000.0,150.0
YGQ,20000.0,100.0
YGR,32400.0,150.0
YGT,15200.0,
YGV,18000.0,100.0
YGW,20208.0,150.0
YGX,20000.0,150.0
YHA,10000.0,75.0
YHB,28000.0,87.5
YHD,32000.0,112.5
YHE,15840.0,250.0
YHF,18000.0,100.0
YHI,17200.0,100.0
YHK,17600.0,100.0
YHM,64064.0,175.0
YHN,14000.0,75.0
YHO,10000.0,75.0
YHP,14000.0,100.0
YHR,18000.0,150.0
YHT,20000.0,100.0
YHU,58240.0,133.33333333333334
YHY,40004.0,150.0
YHZ,72800.0,200.0
YIB,14000.0,100.0
YIF,18360.0,100.0
YIK,14084.0,100.0
YIO,16000.0,100.0
YIP,139600.0,158.0
YIV,16000.0,100.0
YJF,12000.0,
YJM,16000.0,75.0
YJN,36956.0,100.0
YJT,55600.0,175.0
YKA,40296.0,99.0
YKF,44408.0,149.0
YKG,14084.0,
YKJ,20800.0,180.0
YKL,20000.0,150.0
YKM,45752.0,150.0
YKN,37900.0,87.5
YKO,41996.0,148.0
YKQ,14000.0,100.0
YKS,77428.0,179.0
YKU,15168.0,100.0
YKX,18000.0,100.0
YKY,23152.0,87.5
YKZ,26364.0,90.0
YLD,32000.0,87.5
YLH,14000.0,100.0
YLJ,29160.0,87.5
YLK,24004.0,100.0
YLL,28308.0,125.0
YLR,12000.0,75.0
YLT,22000.0,150.0
YLW,35600.0,200.0
YMA,19424.0,100.0
YME,22000.0,150.0
YMG,14400.0,100.0
YMH,10000.0,75.0
YMJ,76024.0,133.33333333333334
YML,18000.0,150.0
YMM,30012.0,150.0
YMN,10000.0,75.0
YMO,30000.0,100.0
YMS,23648.0,98.0
YMT,25984.0,150.0
YMW,19680.0,150.0
YMX,83408.0,200.0
YNA,17976.0,100.0
YNB,42128.0,148.0
YNC,14040.0,100.0
YND,24000.0,150.0
YNE,15688.0,100.0
YNG,70020.0,120.0
YNJ,34120.0,148.0
YNL,24000.0,100.0
YNM,20000.0,100.0
YNO,14000.0,100.0
YNS,20000.0,150.0
YNT,34120.0,148.0
YNY,32808.0,148.0
YOA,25644.0,148.0
YOC,19600.0,100.0
YOD,123480.0,183.33333333333334
YOG,14000.0,100.0
YOH,15312.0,75.0
YOJ,20000.0,150.0
YOL,60000.0,123.0
YOO,26616.0,100.0
YOP,18156.0,100.0
YOS,15728.0,75.0
YOW,85200.0,158.33333333333334
YPA,30000.0,125.0
YPC,16000.0,100.0
YPD,16000.0,75.0
YPE,27600.0,150.0
YPG,62780.0,162.5
YPH,14000.0,100.0
YPJ,14084.0,100.0
YPL,19684.0,100.0
YPM,14000.0,100.0
YPN,19544.0,150.0
YPQ,36000.0,100.0
YPR,24000.0,200.0
YPS,20000.0,150.0
YPW,14508.0,150.0
YPX,20052.0,100.0
YPY,20000.0,150.0
YQA,32720.0,125.0
YQB,58800.0,150.0
YQC,14080.0,
YQD,23604.0,150.0
YQF,35908.0,99.0
YQG,56600.0,175.0
YQH,22000.0,150.0
YQI,44000.0,150.0
YQK,23200.0,150.0
YQL,48000.0,175.0
YQM,72004.0,200.0
YQN,39600.0,233.33333333333334
YQQ,60000.0,200.0
YQR,56400.0,150.0
YQS,40920.0,83.33333333333333
YQT,50460.0,175.0
YQU,58808.0,200.0
YQV,31200.0,125.0
YQW,30260.0,100.0
YQX,83900.0,150.0
YQY,52268.0,175.0
YQZ,22000.0,200.0
YRB,26000.0,200.0
YRF,10000.0,75.0
YRG,10000.0,75.0
YRI,24000.0,150.0
YRJ,20000.0,150.0
YRL,20004.0,150.0
YRM,22000.0,100.0
YRO,13200.0,100.0
YRP,24568.0,81.5
YRQ,36024.0,150.0
YRS,14220.0,85.0
YRT,24000.0,150.0
YRV,19200.0,75.0
YSB,46400.0,175.0
YSC,48000.0,150.0
YSE,9600.0,75.0
YSF,20200.0,100.0
YSG,20432.0,75.0
YSH,16000.0,75.0
YSJ,48400.0,200.0
YSK,15200.0,
YSL,16000.0,100.0
YSM,31200.0,150.0
YSN,17040.0,75.0
YSO,10000.0,75.0
YSP,15732.0,100.0
YSR,25600.0,150.0
YST,13600.0,75.0
YSU,75040.0,166.66666666666666
YSY,16000.0,100.0
YTA,20000.0,100.0
YTD,8880.0,75.0
YTE,16000.0,100.0
YTF,17200.0,100.0
YTH,33200.0,125.0
YTL,15600.0,100.0
YTM,22348.0,100.0
YTQ,14076.0,100.0
YTR,52100.0,175.0
YTS,43612.0,150.0
YTY,31496.0,
YTZ,38804.0,150.0
YUB,20000.0,150.0
YUD,14000.0,100.0
YUE,18896.0,60.0
YUL,110400.0,200.0
YUM,137572.0,162.5
YUT,13600.0,100.0
YUX,21640.0,150.0
YUY,29940.0,150.0
YVA,17784.0,
YVB,23940.0,150.0
YVC,29584.0,100.0
YVD,16000.0,75.0
YVE,13440.0,75.0
YVG,13200.0,75.0
YVM,15200.0,100.0
YVO,40000.0,150.0
YVP,44000.0,150.0
YVQ,23988.0,150.0
YVR,128960.0,168.75
YVT,29212.0,87.5
YVV,32484.0,125.0
YVZ,14000.0,100.0
YWA,15200.0,75.0
YWB,14044.0,100.0
YWG,96800.0,200.0
YWJ,15732.0,
YWK,24008.0,150.0
YWL,28000.0,150.0
YWM,8800.0,75.0
YWP,14000.0,100.0
YWY,14000.0,100.0
YXC,24000.0,150.0
YXD,46280.0,200.0
YXE,58000.0,175.0
YXH,31280.0,125.0
YXJ,54400.0,175.0
YXK,18400.0,150.0
YXL,30000.0,75.0
YXN,16000.0,
YXP,11680.0,100.0
YXQ,13480.0,100.0
YXR,36068.0,150.0
YXS,83388.0,125.0
YXT,51480.0,150.0
YXU,60400.0,200.0
YXX,65712.0,166.66666666666666
YXY,62288.0,101.66666666666667
YXZ,17716.0,100.0
YYB,67896.0,141.66666666666666
YYC,163500.0,187.5
YYD,20000.0,150.0
YYE,41872.0,138.5
YYF,24000.0,148.0
YYG,56008.0,150.0
YYH,16080.0,100.0
YYJ,68112.0,200.0
YYL,30080.0,115.0
YYN,27000.0,100.0
YYQ,52800.0,130.0
YYR,82504.0,204.5
YYT,82140.0,166.66666666666666
YYU,36360.0,87.5
YYW,27760.0,100.0
YYY,39736.0,150.0
YYZ,199820.0,200.0
YZD,40668.0,175.0
YZE,19600.0,100.0
YZF,50000.0,150.0
YZG,14000.0,
YZH,22244.0,100.0
YZP,20480.0,150.0
YZR,32356.0,87.5
YZS,20000.0,100.0
YZT,52000.0,150.0
YZU,23200.0,100.0
YZV,72892.0,183.33333333333334
YZW,20000.0,100.0
YZX,64000.0,200.0
YZY,20000.0,100.0
YZZ,16000.0,75.0
Z84,16000.0,100.0
ZAC,13580.0,85.0
ZAD,59052.0,147.0
ZAG,42676.0,148.0
ZAH,111768.0,123.0
ZAL,27480.0,148.0
ZAM,34240.0,144.0
ZAR,21848.0,98.0
ZAZ,88164.0,148.0
ZBF,18000.0,100.0
ZBM,32800.0,210.0
ZBR,89432.0,150.0
ZCA,12072.0,66.0
ZCL,52496.0,123.0
ZCN,24028.0,148.0
ZCO,22308.0,147.0
ZEL,11816.0,100.0
ZEM,14040.0,100.0
ZFA,16000.0,100.0
ZFD,15200.0,75.0
ZFM,14000.0,100.0
ZFN,15740.0,100.0
ZGF,17200.0,100.0
ZGI,14160.0,80.0
ZGR,11200.0,75.0
ZGU,11208.0,59.0
ZIC,13912.0,59.0
ZIG,20276.0,98.0
ZIH,32808.0,197.0
ZJG,15200.0,100.0
ZJI,28876.0,90.33333333333333
ZJN,23532.0,87.5
ZKE,14000.0,100.0
ZKG,6560.0,85.0
ZLO,28872.0,148.0
ZML,21172.0,75.0
ZMM,19684.0,75.0
ZMT,20000.0,100.0
ZND,23952.0,98.0
ZNE,27192.0,98.0
ZNF,12028.0,75.0
ZNV,15420.0,66.0
ZNZ,32308.0,148.0
ZOS,22312.0,118.0
ZPB,14000.0,100.0
ZPC,22304.0,98.0
ZPH,40292.0,100.0
ZQC,35128.0,98.0
ZQF,15748.0,98.0
ZQL,16928.0,98.0
ZQN,47704.0,142.0
ZQW,38708.0,148.0
ZRH,124672.0,197.0
ZRJ,14000.0,100.0
ZSA,32000.0,150.0
ZSE,28000.0,150.0
ZSJ,14000.0,100.0
ZSN,35396.0,151.0
ZST,15600.0,75.0
ZSY,32996.0,100.0
ZTA,11796.0,60.0
ZTB,6560.0,85.0
ZTH,29240.0,148.0
ZTM,16024.0,90.0
ZUC,14048.0,75.0
ZUM,22000.0,150.0
ZUN,19228.0,50.0
ZVA,14436.0,98.0
ZVK,21432.0,125.0
ZWA,16612.0,98.0
ZWL,15200.0,75.0
ZXB,19684.0,98.0
ZYL,37912.0,150.0
ZZU,17164.0,62.0
ZZV,39996.0,150.0
